"year","month","origin","sum"
"2019","12","SPI","3211"
"2019","12","SPN","-271"
"2019","12","SPS","757"
"2019","12","SRQ","14525"
"2019","12","STC","132"
"2019","12","STL","79419"
"2019","12","STS","5261"
"2019","12","STT","4933"
"2019","12","STX","432"
"2019","12","SUN","4309"
"2019","12","SUX","2009"
"2019","12","SWF","3432"
"2019","12","SWO","772"
"2019","12","SYR","27673"
"2019","12","TLH","5166"
"2019","12","TOL","1439"
"2019","12","TPA","77156"
"2019","12","TRI","2547"
"2019","12","TTN","4718"
"2019","12","TUL","10908"
"2019","12","TUS","16346"
"2019","12","TVC","5038"
"2019","12","TWF","4379"
"2019","12","TXK","159"
"2019","12","TYR","1879"
"2019","12","TYS","13206"
"2019","12","UIN","129"
"2019","12","USA","5034"
"2019","12","VEL","1420"
"2019","12","VLD","544"
"2019","12","VPS","2442"
"2019","12","WRG","-165"
"2019","12","XNA","16335"
"2019","12","XWA","7648"
"2019","12","YAK","73"
"2019","12","YKM","2184"
"2019","12","YUM","2079"
"2020","1","ABE","4209"
"2020","1","ABI","2243"
"2020","1","ABQ","7324"
"2020","1","ABR","1289"
"2020","1","ABY","121"
"2020","1","ACT","1069"
"2020","1","ACV","3902"
"2020","1","ACY","256"
"2020","1","ADK","132"
"2020","1","ADQ","782"
"2020","1","AEX","2393"
"2020","1","AGS","4389"
"2020","1","ALB","9093"
"2020","1","ALO","857"
"2020","1","ALW","576"
"2020","1","AMA","1584"
"2020","1","ANC","2987"
"2020","1","APN","3125"
"2020","1","ART","113"
"2020","1","ASE","23181"
"2020","1","ATL","157730"
"2020","1","ATW","6418"
"2020","1","ATY","-350"
"2020","1","AUS","19707"
"2020","1","AVL","5078"
"2020","1","AVP","5184"
"2020","1","AZA","3153"
"2020","1","AZO","3155"
"2020","1","BDL","7033"
"2020","1","BET","-11"
"2020","1","BFF","1185"
"2020","1","BFL","2192"
"2020","1","BFM","78"
"2020","1","BGM","1149"
"2020","1","BGR","5373"
"2020","1","BHM","9851"
"2020","1","BIL","1262"
"2020","1","BIS","8023"
"2020","1","BJI","904"
"2020","1","BLI","811"
"2020","1","BLV","565"
"2020","1","BMI","1610"
"2020","1","BNA","29419"
"2020","1","BOI","12248"
"2020","1","BOS","41685"
"2020","1","BPT","759"
"2020","1","BQK","368"
"2020","1","BQN","1338"
"2020","1","BRD","1615"
"2020","1","BRO","439"
"2020","1","BRW","-114"
"2020","1","BTM","-277"
"2020","1","BTR","4165"
"2020","1","BTV","7862"
"2020","1","BUF","11392"
"2020","1","BUR","9495"
"2020","1","BWI","41789"
"2020","1","BZN","2267"
"2020","1","CAE","4741"
"2020","1","CAK","9470"
"2020","1","CDC","-339"
"2020","1","CDV","379"
"2020","1","CGI","739"
"2020","1","CHA","4227"
"2020","1","CHO","8459"
"2020","1","CHS","13487"
"2020","1","CID","10135"
"2020","1","CIU","2009"
"2020","1","CKB","2044"
"2020","1","CLE","15192"
"2020","1","CLL","-93"
"2020","1","CLT","144233"
"2020","1","CMH","19818"
"2020","1","CMI","2394"
"2020","1","CMX","1453"
"2020","1","CNY","533"
"2020","1","COD","-139"
"2020","1","COS","3596"
"2020","1","COU","2769"
"2020","1","CPR","-498"
"2020","1","CRP","2589"
"2020","1","CRW","4987"
"2020","1","CSG","223"
"2020","1","CVG","18984"
"2020","1","CWA","1885"
"2020","1","CYS","401"
"2020","1","DAB","305"
"2020","1","DAL","34909"
"2020","1","DAY","10007"
"2020","1","DBQ","879"
"2020","1","DCA","67371"
"2020","1","DEN","144438"
"2020","1","DFW","244664"
"2020","1","DHN","730"
"2020","1","DIK","997"
"2020","1","DLH","2576"
"2020","1","DRO","906"
"2020","1","DRT","190"
"2020","1","DSM","9272"
"2020","1","DTW","89490"
"2020","1","DVL","-246"
"2020","1","EAR","35"
"2020","1","EAT","1606"
"2020","1","EAU","501"
"2020","1","ECP","-480"
"2020","1","EGE","11145"
"2020","1","EKO","817"
"2020","1","ELM","-231"
"2020","1","ELP","4275"
"2020","1","ERI","1752"
"2020","1","ESC","2830"
"2020","1","EUG","5187"
"2020","1","EVV","858"
"2020","1","EWN","752"
"2020","1","EWR","134249"
"2020","1","EYW","8659"
"2020","1","FAI","-8"
"2020","1","FAR","9233"
"2020","1","FAT","8763"
"2020","1","FAY","4829"
"2020","1","FCA","3509"
"2020","1","FLG","1284"
"2020","1","FLL","61139"
"2020","1","FLO","1818"
"2020","1","FNT","1852"
"2020","1","FSD","12110"
"2020","1","FSM","1334"
"2020","1","FWA","5550"
"2020","1","GCC","-275"
"2020","1","GCK","1687"
"2020","1","GEG","9486"
"2020","1","GFK","4683"
"2020","1","GGG","792"
"2020","1","GJT","498"
"2020","1","GNV","5939"
"2020","1","GPT","1998"
"2020","1","GRB","6058"
"2020","1","GRI","323"
"2020","1","GRK","3794"
"2020","1","GRR","15575"
"2020","1","GSO","12818"
"2020","1","GSP","13485"
"2020","1","GTF","787"
"2020","1","GTR","1234"
"2020","1","GUC","2466"
"2020","1","GUM","526"
"2020","1","HDN","5819"
"2020","1","HGR","117"
"2020","1","HHH","2625"
"2020","1","HIB","837"
"2020","1","HLN","364"
"2020","1","HNL","17057"
"2020","1","HOB","775"
"2020","1","HOU","30143"
"2020","1","HPN","11311"
"2020","1","HRL","1725"
"2020","1","HSV","4627"
"2020","1","HTS","778"
"2020","1","HVN","1268"
"2020","1","HYS","1081"
"2020","1","IAD","48602"
"2020","1","IAG","322"
"2020","1","IAH","88816"
"2020","1","ICT","2749"
"2020","1","IDA","1255"
"2020","1","ILM","3953"
"2020","1","IMT","1821"
"2020","1","IND","22262"
"2020","1","INL","150"
"2020","1","IPT","24"
"2020","1","ISP","1670"
"2020","1","ITH","2070"
"2020","1","ITO","-673"
"2020","1","JAC","7720"
"2020","1","JAN","5803"
"2020","1","JAX","11324"
"2020","1","JFK","52192"
"2020","1","JHM","146"
"2020","1","JLN","966"
"2020","1","JMS","-698"
"2020","1","JNU","2119"
"2020","1","KOA","3955"
"2020","1","KTN","748"
"2020","1","LAN","2713"
"2020","1","LAR","827"
"2020","1","LAS","64327"
"2020","1","LAW","738"
"2020","1","LAX","108923"
"2020","1","LBB","3315"
"2020","1","LBE","328"
"2020","1","LBF","-283"
"2020","1","LBL","1667"
"2020","1","LCH","-34"
"2020","1","LCK","1069"
"2020","1","LEX","5924"
"2020","1","LFT","3601"
"2020","1","LGA","63897"
"2020","1","LGB","247"
"2020","1","LIH","4418"
"2020","1","LIT","8741"
"2020","1","LNK","5533"
"2020","1","LNY","1753"
"2020","1","LRD","328"
"2020","1","LSE","2286"
"2020","1","LWB","329"
"2020","1","LWS","1"
"2020","1","LYH","1335"
"2020","1","MAF","1579"
"2020","1","MBS","2608"
"2020","1","MCI","39611"
"2020","1","MCO","83605"
"2020","1","MDT","2271"
"2020","1","MDW","49316"
"2020","1","MEI","2666"
"2020","1","MEM","12398"
"2020","1","MFE","2325"
"2020","1","MFR","5217"
"2020","1","MGM","1994"
"2020","1","MHK","1430"
"2020","1","MHT","2058"
"2020","1","MIA","55313"
"2020","1","MKE","15293"
"2020","1","MKG","1489"
"2020","1","MKK","2098"
"2020","1","MLB","1788"
"2020","1","MLI","4993"
"2020","1","MLU","3352"
"2020","1","MMH","756"
"2020","1","MOB","5257"
"2020","1","MOT","4450"
"2020","1","MQT","4999"
"2020","1","MRY","1928"
"2020","1","MSN","12415"
"2020","1","MSO","2407"
"2020","1","MSP","96603"
"2020","1","MSY","37271"
"2020","1","MTJ","1490"
"2020","1","MYR","1829"
"2020","1","OAJ","1470"
"2020","1","OAK","17247"
"2020","1","OGD","117"
"2020","1","OGG","5819"
"2020","1","OGS","2312"
"2020","1","OKC","8600"
"2020","1","OMA","14079"
"2020","1","OME","-630"
"2020","1","ONT","8915"
"2020","1","ORD","271935"
"2020","1","ORF","15197"
"2020","1","ORH","2620"
"2020","1","OTH","235"
"2020","1","OTZ","-276"
"2020","1","OWB","-35"
"2020","1","PAE","6760"
"2020","1","PAH","-44"
"2020","1","PBG","1305"
"2020","1","PBI","12285"
"2020","1","PDX","27527"
"2020","1","PGD","2139"
"2020","1","PGV","734"
"2020","1","PHF","2639"
"2020","1","PHL","49473"
"2020","1","PHX","69685"
"2020","1","PIA","7440"
"2020","1","PIB","1346"
"2020","1","PIE","782"
"2020","1","PIH","27"
"2020","1","PIR","61"
"2020","1","PIT","10164"
"2020","1","PLN","4155"
"2020","1","PNS","6855"
"2020","1","PPG","335"
"2020","1","PQI","95"
"2020","1","PRC","1279"
"2020","1","PSC","4003"
"2020","1","PSE","464"
"2020","1","PSG","618"
"2020","1","PSM","120"
"2020","1","PSP","8738"
"2020","1","PUB","1477"
"2020","1","PUW","2127"
"2020","1","PVD","7791"
"2020","1","PVU","815"
"2020","1","PWM","10835"
"2020","1","RAP","4295"
"2020","1","RDD","1257"
"2020","1","RDM","3891"
"2020","1","RDU","28417"
"2020","1","RFD","524"
"2020","1","RHI","805"
"2020","1","RIC","13865"
"2020","1","RIW","312"
"2020","1","RKS","1390"
"2020","1","RNO","7968"
"2020","1","ROA","5127"
"2020","1","ROC","8436"
"2020","1","ROW","753"
"2020","1","RST","3377"
"2020","1","RSW","21504"
"2020","1","SAF","1030"
"2020","1","SAN","23739"
"2020","1","SAT","14805"
"2020","1","SAV","8448"
"2020","1","SBA","6926"
"2020","1","SBN","6934"
"2020","1","SBP","5938"
"2020","1","SBY","516"
"2020","1","SCC","-254"
"2020","1","SCE","1693"
"2020","1","SCK","2065"
"2020","1","SDF","16090"
"2020","1","SEA","144905"
"2020","1","SFB","4044"
"2020","1","SFO","123991"
"2020","1","SGF","8742"
"2020","1","SGU","937"
"2020","1","SHD","-22"
"2020","1","SHR","329"
"2020","1","SHV","3973"
"2020","1","SIT","362"
"2020","1","SJC","7411"
"2020","1","SJT","1310"
"2020","1","SJU","23468"
"2020","1","SLC","42339"
"2020","1","SLN","2164"
"2020","1","SMF","19990"
"2020","1","SMX","58"
"2020","1","SNA","17813"
"2020","1","SPI","1587"
"2020","1","SPN","-241"
"2020","1","SPS","475"
"2020","1","SRQ","7275"
"2020","1","STC","163"
"2020","1","STL","39470"
"2020","1","STS","1812"
"2020","1","STT","4763"
"2020","1","STX","1324"
"2020","1","SUN","2711"
"2020","1","SUX","1134"
"2020","1","SWF","1252"
"2020","1","SWO","468"
"2020","1","SYR","10991"
"2020","1","TLH","5244"
"2020","1","TOL","1309"
"2020","1","TPA","35746"
"2020","1","TRI","1344"
"2020","1","TTN","1596"
"2020","1","TUL","6027"
"2020","1","TUS","8320"
"2020","1","TVC","4707"
"2020","1","TWF","286"
"2020","1","TXK","1301"
"2020","1","TYR","1194"
"2020","1","TYS","7512"
"2020","1","UIN","-76"
"2020","1","USA","818"
"2020","1","VEL","395"
"2020","1","VLD","1753"
"2020","1","VPS","3785"
"2020","1","WRG","576"
"2020","1","XNA","4932"
"2020","1","XWA","4565"
"2020","1","YAK","-64"
"2020","1","YKM","914"
"2020","1","YUM","1737"
"2020","2","ABE","6657"
"2020","2","ABI","-401"
"2020","2","ABQ","8794"
"2020","2","ABR","455"
"2020","2","ABY","1579"
"2020","2","ACT","148"
"2020","2","ACV","3068"
"2020","2","ACY","1126"
"2020","2","ADK","31"
"2020","2","ADQ","-504"
"2020","2","AEX","3005"
"2020","2","AGS","6857"
"2020","2","ALB","10327"
"2020","2","ALO","569"
"2020","2","ALW","9"
"2020","2","AMA","2110"
"2020","2","ANC","-2817"
"2020","2","APN","1108"
"2020","2","ART","938"
"2020","2","ASE","22255"
"2020","2","ATL","274508"
"2020","2","ATW","5565"
"2020","2","ATY","802"
"2020","2","AUS","23497"
"2020","2","AVL","11679"
"2020","2","AVP","6642"
"2020","2","AZA","5509"
"2020","2","AZO","5665"
"2020","2","BDL","17452"
"2020","2","BET","16"
"2020","2","BFF","-185"
"2020","2","BFL","675"
"2020","2","BFM","160"
"2020","2","BGM","3706"
"2020","2","BGR","5806"
"2020","2","BHM","16898"
"2020","2","BIL","2645"
"2020","2","BIS","6793"
"2020","2","BJI","-80"
"2020","2","BLI","405"
"2020","2","BLV","3231"
"2020","2","BMI","1818"
"2020","2","BNA","51229"
"2020","2","BOI","11040"
"2020","2","BOS","66863"
"2020","2","BPT","193"
"2020","2","BQK","410"
"2020","2","BQN","1463"
"2020","2","BRD","-167"
"2020","2","BRO","-722"
"2020","2","BRW","573"
"2020","2","BTM","146"
"2020","2","BTR","5296"
"2020","2","BTV","6209"
"2020","2","BUF","15559"
"2020","2","BUR","10010"
"2020","2","BWI","44671"
"2020","2","BZN","6097"
"2020","2","CAE","12763"
"2020","2","CAK","9493"
"2020","2","CDC","-306"
"2020","2","CDV","-524"
"2020","2","CGI","1248"
"2020","2","CHA","8438"
"2020","2","CHO","7707"
"2020","2","CHS","15889"
"2020","2","CID","9608"
"2020","2","CIU","1601"
"2020","2","CKB","475"
"2020","2","CLE","25294"
"2020","2","CLL","652"
"2020","2","CLT","277409"
"2020","2","CMH","21422"
"2020","2","CMI","1699"
"2020","2","CMX","1210"
"2020","2","CNY","463"
"2020","2","COD","550"
"2020","2","COS","10973"
"2020","2","COU","1649"
"2020","2","CPR","1112"
"2020","2","CRP","926"
"2020","2","CRW","8401"
"2020","2","CSG","684"
"2020","2","CVG","34976"
"2020","2","CWA","2083"
"2020","2","CYS","349"
"2020","2","DAB","2535"
"2020","2","DAL","25432"
"2020","2","DAY","13689"
"2020","2","DBQ","115"
"2020","2","DCA","109101"
"2020","2","DDC","197"
"2020","2","DEN","187124"
"2020","2","DFW","157923"
"2020","2","DHN","3632"
"2020","2","DIK","-62"
"2020","2","DLH","1336"
"2020","2","DRO","2700"
"2020","2","DRT","422"
"2020","2","DSM","9903"
"2020","2","DTW","115783"
"2020","2","DVL","522"
"2020","2","EAR","-270"
"2020","2","EAT","537"
"2020","2","EAU","784"
"2020","2","ECP","4881"
"2020","2","EGE","7172"
"2020","2","EKO","1234"
"2020","2","ELM","972"
"2020","2","ELP","9231"
"2020","2","ERI","1825"
"2020","2","ESC","372"
"2020","2","EUG","6206"
"2020","2","EVV","2621"
"2020","2","EWN","2427"
"2020","2","EWR","131693"
"2020","2","EYW","10108"
"2020","2","FAI","-594"
"2020","2","FAR","9559"
"2020","2","FAT","5935"
"2020","2","FAY","4252"
"2020","2","FCA","2529"
"2020","2","FLG","558"
"2020","2","FLL","71455"
"2020","2","FLO","297"
"2020","2","FNT","4741"
"2020","2","FSD","6223"
"2020","2","FSM","282"
"2020","2","FWA","9767"
"2020","2","GCC","2000"
"2020","2","GCK","182"
"2020","2","GEG","4817"
"2020","2","GFK","2126"
"2020","2","GGG","-87"
"2020","2","GJT","2454"
"2020","2","GNV","5641"
"2020","2","GPT","1782"
"2020","2","GRB","4490"
"2020","2","GRI","1972"
"2020","2","GRK","1001"
"2020","2","GRR","17423"
"2020","2","GSO","19344"
"2020","2","GSP","17254"
"2020","2","GTF","1348"
"2020","2","GTR","3320"
"2020","2","GUC","965"
"2020","2","GUM","-390"
"2020","2","HDN","4889"
"2020","2","HGR","194"
"2020","2","HHH","2744"
"2020","2","HIB","393"
"2020","2","HLN","527"
"2020","2","HNL","8067"
"2020","2","HOB","1523"
"2020","2","HOU","26833"
"2020","2","HPN","14072"
"2020","2","HRL","537"
"2020","2","HSV","6366"
"2020","2","HTS","1689"
"2020","2","HVN","941"
"2020","2","HYS","1537"
"2020","2","IAD","56834"
"2020","2","IAG","1947"
"2020","2","IAH","83079"
"2020","2","ICT","9291"
"2020","2","IDA","2735"
"2020","2","ILM","9795"
"2020","2","IMT","127"
"2020","2","IND","29505"
"2020","2","INL","-134"
"2020","2","IPT","778"
"2020","2","ISP","2478"
"2020","2","ITH","3704"
"2020","2","ITO","-1586"
"2020","2","JAC","10588"
"2020","2","JAN","4124"
"2020","2","JAX","18393"
"2020","2","JFK","33516"
"2020","2","JHM","-357"
"2020","2","JLN","390"
"2020","2","JMS","1026"
"2020","2","JNU","1981"
"2020","2","KOA","-688"
"2020","2","KTN","-259"
"2020","2","LAN","4556"
"2020","2","LAR","714"
"2020","2","LAS","53894"
"2020","2","LAW","-237"
"2020","2","LAX","89273"
"2020","2","LBB","293"
"2020","2","LBE","1177"
"2020","2","LBF","141"
"2020","2","LBL","27"
"2020","2","LCH","1286"
"2020","2","LCK","690"
"2020","2","LEX","7774"
"2020","2","LFT","2131"
"2020","2","LGA","109412"
"2020","2","LGB","4400"
"2020","2","LIH","6146"
"2020","2","LIT","10568"
"2020","2","LNK","2149"
"2020","2","LNY","1224"
"2020","2","LRD","2"
"2020","2","LSE","728"
"2020","2","LWB","564"
"2020","2","LWS","223"
"2020","2","LYH","2330"
"2020","2","MAF","3927"
"2020","2","MBS","2018"
"2020","2","MCI","20045"
"2020","2","MCO","108027"
"2020","2","MDT","5264"
"2020","2","MDW","35980"
"2020","2","MEI","286"
"2020","2","MEM","16230"
"2020","2","MFE","1422"
"2020","2","MFR","4683"
"2020","2","MGM","4512"
"2020","2","MHK","-548"
"2020","2","MHT","3745"
"2020","2","MIA","48107"
"2020","2","MKE","21588"
"2020","2","MKG","1728"
"2020","2","MKK","877"
"2020","2","MLB","1792"
"2020","2","MLI","3288"
"2020","2","MLU","2598"
"2020","2","MMH","2708"
"2020","2","MOB","6781"
"2020","2","MOT","2275"
"2020","2","MQT","1897"
"2020","2","MRY","3582"
"2020","2","MSN","11188"
"2020","2","MSO","3446"
"2020","2","MSP","68697"
"2020","2","MSY","58690"
"2020","2","MTJ","2960"
"2020","2","MYR","7703"
"2020","2","OAJ","3746"
"2020","2","OAK","8885"
"2020","2","OGD","34"
"2020","2","OGG","6488"
"2020","2","OGS","1796"
"2020","2","OKC","12530"
"2020","2","OMA","8994"
"2020","2","OME","-816"
"2020","2","ONT","12018"
"2020","2","ORD","309708"
"2020","2","ORF","20466"
"2020","2","ORH","1429"
"2020","2","OTH","1659"
"2020","2","OTZ","-398"
"2020","2","OWB","-44"
"2020","2","PAE","2304"
"2020","2","PAH","573"
"2020","2","PBG","3561"
"2020","2","PBI","23407"
"2020","2","PDX","12750"
"2020","2","PGD","2154"
"2020","2","PGV","1657"
"2020","2","PHF","4629"
"2020","2","PHL","86407"
"2020","2","PHX","61941"
"2020","2","PIA","9331"
"2020","2","PIB","1531"
"2020","2","PIE","4371"
"2020","2","PIH","712"
"2020","2","PIR","984"
"2020","2","PIT","23295"
"2020","2","PLN","1610"
"2020","2","PNS","17581"
"2020","2","PPG","1432"
"2020","2","PQI","1997"
"2020","2","PRC","618"
"2020","2","PSC","2259"
"2020","2","PSE","1012"
"2020","2","PSG","-159"
"2020","2","PSM","80"
"2020","2","PSP","7298"
"2020","2","PUB","453"
"2020","2","PUW","869"
"2020","2","PVD","7724"
"2020","2","PVU","152"
"2020","2","PWM","7498"
"2020","2","RAP","4118"
"2020","2","RDD","1363"
"2020","2","RDM","5024"
"2020","2","RDU","50061"
"2020","2","RFD","881"
"2020","2","RHI","852"
"2020","2","RIC","17793"
"2020","2","RIW","3157"
"2020","2","RKS","101"
"2020","2","RNO","2717"
"2020","2","ROA","7090"
"2020","2","ROC","12473"
"2020","2","ROW","-523"
"2020","2","RST","4702"
"2020","2","RSW","31682"
"2020","2","SAF","935"
"2020","2","SAN","17497"
"2020","2","SAT","11007"
"2020","2","SAV","17359"
"2020","2","SBA","3414"
"2020","2","SBN","5671"
"2020","2","SBP","5552"
"2020","2","SBY","2312"
"2020","2","SCC","-184"
"2020","2","SCE","4728"
"2020","2","SCK","381"
"2020","2","SDF","19869"
"2020","2","SEA","89942"
"2020","2","SFB","11979"
"2020","2","SFO","103799"
"2020","2","SGF","7186"
"2020","2","SGU","2010"
"2020","2","SHD","1097"
"2020","2","SHR","2524"
"2020","2","SHV","6125"
"2020","2","SIT","310"
"2020","2","SJC","3777"
"2020","2","SJT","693"
"2020","2","SJU","18186"
"2020","2","SLC","58366"
"2020","2","SLN","2752"
"2020","2","SMF","7555"
"2020","2","SMX","313"
"2020","2","SNA","12216"
"2020","2","SPI","2310"
"2020","2","SPN","-360"
"2020","2","SPS","-133"
"2020","2","SRQ","12092"
"2020","2","STC","136"
"2020","2","STL","42610"
"2020","2","STS","740"
"2020","2","STT","5492"
"2020","2","STX","883"
"2020","2","SUN","776"
"2020","2","SUX","185"
"2020","2","SWF","1354"
"2020","2","SWO","1634"
"2020","2","SYR","17978"
"2020","2","TLH","6367"
"2020","2","TOL","2242"
"2020","2","TPA","49258"
"2020","2","TRI","5675"
"2020","2","TTN","2271"
"2020","2","TUL","5585"
"2020","2","TUS","9461"
"2020","2","TVC","2687"
"2020","2","TWF","146"
"2020","2","TXK","144"
"2020","2","TYR","803"
"2020","2","TYS","17003"
"2020","2","USA","1667"
"2020","2","VEL","120"
"2020","2","VLD","977"
"2020","2","VPS","6921"
"2020","2","WRG","674"
"2020","2","XNA","8060"
"2020","2","XWA","430"
"2020","2","YAK","-556"
"2020","2","YKM","482"
"2020","2","YUM","11"
"2020","3","ABE","1514"
"2020","3","ABI","47"
"2020","3","ABQ","2932"
"2020","3","ABR","669"
"2020","3","ABY","-76"
"2020","3","ACT","-266"
"2020","3","ACV","1651"
"2020","3","ACY","140"
"2020","3","ADK","64"
"2020","3","ADQ","-823"
"2020","3","AEX","-321"
"2020","3","AGS","1803"
"2020","3","ALB","-326"
"2020","3","ALO","-98"
"2020","3","ALW","-20"
"2020","3","AMA","-466"
"2020","3","ANC","1530"
"2020","3","APN","1340"
"2020","3","ART","829"
"2020","3","ASE","4051"
"2020","3","ATL","26968"
"2020","3","ATW","38"
"2020","3","ATY","-261"
"2020","3","AUS","4169"
"2020","3","AVL","662"
"2020","3","AVP","422"
"2020","3","AZA","3305"
"2020","3","AZO","719"
"2020","3","BDL","3225"
"2020","3","BET","-144"
"2020","3","BFF","-246"
"2020","3","BFL","807"
"2020","3","BFM","116"
"2020","3","BGM","1276"
"2020","3","BGR","436"
"2020","3","BHM","6016"
"2020","3","BIL","1450"
"2020","3","BIS","664"
"2020","3","BJI","-401"
"2020","3","BLI","-438"
"2020","3","BLV","630"
"2020","3","BMI","796"
"2020","3","BNA","-1977"
"2020","3","BOI","1967"
"2020","3","BOS","-247"
"2020","3","BPT","-137"
"2020","3","BQK","-298"
"2020","3","BQN","1019"
"2020","3","BRD","543"
"2020","3","BRO","-487"
"2020","3","BRW","-177"
"2020","3","BTM","-33"
"2020","3","BTR","420"
"2020","3","BTV","2016"
"2020","3","BUF","-1202"
"2020","3","BUR","371"
"2020","3","BWI","5547"
"2020","3","BZN","3793"
"2020","3","CAE","-104"
"2020","3","CAK","1256"
"2020","3","CDC","467"
"2020","3","CDV","-681"
"2020","3","CGI","-247"
"2020","3","CHA","-370"
"2020","3","CHO","-179"
"2020","3","CHS","-378"
"2020","3","CID","1135"
"2020","3","CIU","-177"
"2020","3","CKB","-333"
"2020","3","CLE","-1729"
"2020","3","CLL","-1411"
"2020","3","CLT","27695"
"2020","3","CMH","423"
"2020","3","CMI","442"
"2020","3","CMX","93"
"2020","3","CNY","45"
"2020","3","COD","-65"
"2020","3","COS","9220"
"2020","3","COU","-235"
"2020","3","CPR","126"
"2020","3","CRP","-364"
"2020","3","CRW","1681"
"2020","3","CSG","480"
"2020","3","CVG","6881"
"2020","3","CWA","-373"
"2020","3","CYS","939"
"2020","3","DAB","-425"
"2020","3","DAL","6982"
"2020","3","DAY","-457"
"2020","3","DBQ","-129"
"2020","3","DCA","-7291"
"2020","3","DDC","-46"
"2020","3","DEC","-338"
"2020","3","DEN","54223"
"2020","3","DFW","109656"
"2020","3","DHN","535"
"2020","3","DIK","-511"
"2020","3","DLH","-11"
"2020","3","DRO","471"
"2020","3","DRT","1215"
"2020","3","DSM","-1852"
"2020","3","DTW","24113"
"2020","3","DVL","-41"
"2020","3","EAR","685"
"2020","3","EAT","-13"
"2020","3","EAU","113"
"2020","3","ECP","1088"
"2020","3","EGE","1226"
"2020","3","EKO","-391"
"2020","3","ELM","-981"
"2020","3","ELP","2754"
"2020","3","ERI","-358"
"2020","3","ESC","864"
"2020","3","EUG","1373"
"2020","3","EVV","111"
"2020","3","EWN","449"
"2020","3","EWR","41420"
"2020","3","EYW","-1487"
"2020","3","FAI","-1072"
"2020","3","FAR","705"
"2020","3","FAT","1056"
"2020","3","FAY","282"
"2020","3","FCA","1860"
"2020","3","FLG","1058"
"2020","3","FLL","10004"
"2020","3","FLO","867"
"2020","3","FNT","518"
"2020","3","FSD","1056"
"2020","3","FSM","993"
"2020","3","FWA","2029"
"2020","3","GCC","-31"
"2020","3","GCK","325"
"2020","3","GEG","295"
"2020","3","GFK","113"
"2020","3","GGG","315"
"2020","3","GJT","-907"
"2020","3","GNV","710"
"2020","3","GPT","-471"
"2020","3","GRB","1911"
"2020","3","GRI","1229"
"2020","3","GRK","314"
"2020","3","GRR","-257"
"2020","3","GSO","2506"
"2020","3","GSP","1071"
"2020","3","GTF","1008"
"2020","3","GTR","-125"
"2020","3","GUC","-13"
"2020","3","GUM","-333"
"2020","3","HDN","3498"
"2020","3","HGR","193"
"2020","3","HHH","122"
"2020","3","HIB","-38"
"2020","3","HLN","47"
"2020","3","HNL","3014"
"2020","3","HOB","864"
"2020","3","HOU","4243"
"2020","3","HPN","3837"
"2020","3","HRL","-1170"
"2020","3","HSV","505"
"2020","3","HTS","88"
"2020","3","HVN","-221"
"2020","3","HYS","-469"
"2020","3","IAD","-2098"
"2020","3","IAG","-208"
"2020","3","IAH","24053"
"2020","3","ICT","1702"
"2020","3","IDA","925"
"2020","3","ILM","-34"
"2020","3","IMT","23"
"2020","3","IND","2381"
"2020","3","INL","-236"
"2020","3","IPT","-105"
"2020","3","ISP","-1269"
"2020","3","ITH","-188"
"2020","3","ITO","-1275"
"2020","3","JAC","8748"
"2020","3","JAN","1570"
"2020","3","JAX","89"
"2020","3","JFK","462"
"2020","3","JHM","-2"
"2020","3","JLN","1656"
"2020","3","JMS","-17"
"2020","3","JNU","-584"
"2020","3","KOA","645"
"2020","3","KTN","-416"
"2020","3","LAN","1419"
"2020","3","LAR","-270"
"2020","3","LAS","75048"
"2020","3","LAW","508"
"2020","3","LAX","35314"
"2020","3","LBB","2116"
"2020","3","LBE","404"
"2020","3","LBF","617"
"2020","3","LBL","-230"
"2020","3","LCH","10"
"2020","3","LCK","-2"
"2020","3","LEX","3266"
"2020","3","LFT","-954"
"2020","3","LGA","-13198"
"2020","3","LGB","-4"
"2020","3","LIH","1869"
"2020","3","LIT","198"
"2020","3","LNK","328"
"2020","3","LNY","100"
"2020","3","LRD","-740"
"2020","3","LSE","-214"
"2020","3","LWB","-222"
"2020","3","LWS","782"
"2020","3","LYH","633"
"2020","3","MAF","1042"
"2020","3","MBS","-87"
"2020","3","MCI","2239"
"2020","3","MCO","21105"
"2020","3","MDT","856"
"2020","3","MDW","8050"
"2020","3","MEI","1408"
"2020","3","MEM","8072"
"2020","3","MFE","520"
"2020","3","MFR","-1274"
"2020","3","MGM","3530"
"2020","3","MHK","7"
"2020","3","MHT","2251"
"2020","3","MIA","7902"
"2020","3","MKE","-498"
"2020","3","MKG","-628"
"2020","3","MKK","487"
"2020","3","MLB","-218"
"2020","3","MLI","23"
"2020","3","MLU","91"
"2020","3","MMH","1232"
"2020","3","MOB","395"
"2020","3","MOT","1430"
"2020","3","MQT","1857"
"2020","3","MRY","2089"
"2020","3","MSN","-1"
"2020","3","MSO","1330"
"2020","3","MSP","10288"
"2020","3","MSY","6321"
"2020","3","MTJ","2306"
"2020","3","MYR","917"
"2020","3","OAJ","2490"
"2020","3","OAK","3841"
"2020","3","OGD","8"
"2020","3","OGG","4627"
"2020","3","OGS","-240"
"2020","3","OKC","3751"
"2020","3","OMA","-1069"
"2020","3","OME","233"
"2020","3","ONT","2489"
"2020","3","ORD","20410"
