"year","amount_of_events","airportcode"
"2017","440","AIA"
"2017","440","FFA"
"2017","440","PWT"
"2017","439","JQF"
"2017","438","HHW"
"2017","438","9L2"
"2017","438","TOC"
"2017","437","OZA"
"2017","437","LLJ"
"2017","436","GLE"
"2017","436","BPP"
"2017","436","Y22"
"2017","435","MMH"
"2017","434","APY"
"2017","434","HDO"
"2017","434","SRE"
"2017","433","AKO"
"2017","433","LRJ"
"2017","432","27A"
"2017","432","IIY"
"2017","432","FDW"
"2017","431","FMM"
"2017","431","RTN"
"2017","431","CDR"
"2017","430","VIS"
"2017","430","JWG"
"2017","430","VQQ"
"2017","430","VCB"
"2017","430","SPS"
"2017","429","2I0"
"2017","429","DEN"
"2017","429","GYI"
"2017","428","DZB"
"2017","428","VTN"
"2017","428","HEQ"
"2017","427","SWO"
"2017","427","OXR"
"2017","427","DRO"
"2017","426","LAA"
"2017","426","RJD"
"2017","426","DFW"
"2017","426","ANE"
"2017","425","WLD"
"2017","425","BFF"
"2017","424","PVW"
"2017","424","LAM"
"2017","424","HLC"
"2017","423","HVN"
"2017","422","5M9"
"2017","420","ATT"
"2017","419","COD"
"2017","419","ICR"
"2017","418","1F0"
"2017","418","SAC"
"2017","418","04V"
"2017","418","SUN"
"2017","418","RIM"
"2017","417","LAW"
"2017","416","NXF"
"2017","415","ALS"
"2017","415","RPH"
"2017","415","AMA"
"2017","414","EWK"
"2017","414","JCT"
"2017","414","EKO"
"2017","414","SLG"
"2017","413","CVS"
"2017","412","GKY"
"2017","412","MCE"
"2017","411","MWL"
"2017","411","LBF"
"2017","409","TKI"
"2017","409","F05"
"2017","409","CSM"
"2017","409","ALM"
"2017","409","HEI"
"2017","409","VEL"
"2017","408","EHA"
"2017","408","OKC"
"2017","408","MYF"
"2017","408","SDB"
"2017","408","IEN"
"2017","407","AIB"
"2017","407","SYF"
"2017","406","UES"
"2017","405","HRL"
"2017","405","SSF"
"2017","405","FWS"
"2017","405","SVC"
"2017","404","T82"
"2017","404","ESN"
"2017","404","GOK"
"2017","404","STK"
"2017","402","OXV"
"2017","402","MYV"
"2017","402","PVJ"
"2017","401","GUP"
"2017","401","PUB"
"2017","401","RAP"
"2017","401","CSQ"
"2017","400","9BB"
"2017","400","HEF"
"2017","400","AWH"
"2017","399","OAK"
"2017","398","GPH"
"2017","398","LVK"
"2017","398","ICT"
"2017","398","SLN"
"2017","398","MOT"
"2017","397","CQT"
"2017","397","JES"
"2017","396","JYL"
"2017","396","MKN"
"2017","396","SBP"
"2017","396","PNC"
"2017","395","ELY"
"2017","395","SCK"
"2017","393","36U"
"2017","393","SDY"
"2017","393","IDI"
"2017","393","FDR"
"2017","392","TQH"
"2017","392","BVX"
"2017","391","MBG"
"2017","391","SNK"
"2017","391","CDS"
"2017","391","DTO"
"2017","391","NGP"
"2017","390","MRY"
"2017","389","PSC"
"2017","388","OLF"
"2017","388","ARG"
"2017","387","MWA"
"2017","387","LIC"
"2017","386","CUH"
"2017","386","AAO"
"2017","385","RIL"
"2017","384","BMQ"
"2017","384","ISO"
"2017","384","VBT"
"2017","383","CCR"
"2017","383","PPA"
"2017","383","SNY"
"2017","383","GDV"
"2017","383","FLP"
"2017","383","HON"
"2017","382","SIB"
"2017","382","DRC"
"2017","381","LZZ"
"2017","380","ACT"
"2017","380","GAI"
"2017","380","AZC"
"2017","379","MHE"
"2017","379","ALN"
"2017","379","LUD"
"2017","378","GAG"
"2017","378","FTG"
"2017","377","MFE"
"2017","377","CKM"
"2017","377","EHR"
"2017","376","ABR"
"2017","376","CBK"
"2017","376","MCK"
"2017","375","MTN"
"2017","375","OKZ"
"2017","375","RAS"
"2017","374","RSL"
"2017","373","HYS"
"2017","373","PIR"
"2017","373","ITR"
"2017","372","NOG"
"2017","372","TOR"
"2017","371","RCE"
"2017","371","ODO"
"2017","370","GCK"
"2017","370","MWH"
"2017","369","MRC"
"2017","369","HVS"
"2017","369","MLS"
"2017","369","SOA"
"2017","368","PWG"
"2017","367","DUC"
"2017","367","PEQ"
"2017","367","GGW"
"2017","366","MTJ"
"2017","366","HWD"
"2017","365","MAF"
"2017","364","9D7"
"2017","364","UCY"
"2017","364","MLF"
"2017","364","4MR"
"2017","363","LBB"
"2017","363","HUT"
"2017","362","HVR"
"2017","362","EGE"
"2017","361","CHJ"
"2017","361","GTR"
"2017","360","M46"
"2017","360","BIS"
"2017","360","BGD"
"2017","360","GUY"
"2017","360","MAE"
"2017","360","OKB"
"2017","360","BRO"
"2017","360","CMA"
"2017","358","PAN"
"2017","358","PRX"
"2017","357","E11"
"2017","357","1R7"
"2017","357","LHX"
"2017","356","M25"
"2017","355","AFW"
"2017","355","WRL"
"2017","353","MTR"
"2017","353","CDC"
"2017","353","ABI"
"2017","348","ATS"
"2017","348","SMF"
"2017","348","SJT"
"2017","348","PHP"
"2017","347","CEZ"
"2017","347","APA"
"2017","347","DYR"
"2017","346","CTZ"
"2017","345","RCM"
"2017","345","9V9"
"2017","344","WDG"
"2017","344","MAN"
"2017","344","OVE"
"2017","343","LAX"
"2017","343","DUX"
"2017","342","CVO"
"2017","340","HHR"
"2017","340","COT"
"2017","338","SMN"
"2017","338","SAT"
"2017","338","E80"
"2017","338","MOD"
"2017","337","GBD"
"2017","337","INK"
"2017","335","FAT"
"2017","334","BUO"
"2017","334","BRX"
"2017","333","JPD"
"2017","332","OCH"
"2017","332","HXD"
"2017","331","LAL"
"2017","331","AFJ"
"2017","330","HZE"
"2017","329","MPZ"
"2017","329","FHU"
"2017","327","NFW"
"2017","326","GEY"
"2017","325","SQL"
"2017","325","HMN"
"2017","325","OLU"
"2017","325","ONM"
"2017","325","RBL"
"2017","324","CAV"
"2017","324","SBA"
"2017","324","ONT"
"2017","323","BPC"
"2017","320","TPL"
"2017","320","TCC"
"2017","319","96D"
"2017","318","SFO"
"2017","318","L35"
"2017","318","BKF"
"2017","316","SAF"
"2017","316","CGF"
"2017","315","RIV"
"2017","314","DMA"
"2017","314","FOD"
"2017","313","HDN"
"2017","312","CMR"
"2017","310","WMC"
"2017","310","IML"
"2017","310","PTV"
"2017","310","CXP"
"2017","308","MSV"
"2017","308","RNO"
"2017","308","B23"
"2017","308","RYY"
"2017","307","LRU"
"2017","307","GOP"
"2017","306","SJC"
"2017","305","CHK"
"2017","305","GNC"
"2017","305","NLC"
"2017","304","LRD"
"2017","304","FCI"
"2017","303","82V"
"2017","302","LOL"
"2017","299","LUF"
"2017","297","ECU"
"2017","296","GWR"
"2017","296","LGB"
"2017","294","9A1"
"2017","294","FST"
"2017","292","VKS"
"2017","291","LBL"
"2017","291","FMN"
"2017","289","CVN"
"2017","289","PUC"
"2017","287","AQR"
"2017","284","ADS"
"2017","284","LGD"
"2017","280","GYH"
"2017","280","3A6"
"2017","280","CNM"
"2017","278","SNS"
"2017","278","FUL"
"2017","277","EYF"
"2017","275","PRC"
"2017","275","NUQ"
"2017","274","P67"
"2017","273","SMO"
"2017","270","NRS"
"2017","270","4SL"
"2017","269","CRQ"
"2017","267","DRT"
"2017","267","PRS"
"2017","266","MHV"
"2017","266","BUR"
"2017","265","OLS"
"2017","265","BVS"
"2017","264","GXF"
"2017","262","ABQ"
"2017","261","AJO"
"2017","259","HYI"
"2017","257","LBR"
"2017","257","NQA"
"2017","255","ROW"
"2017","254","LZU"
"2017","253","MER"
"2017","252","TCS"
"2017","252","VNY"
"2017","250","EAR"
"2017","248","SEE"
"2017","247","PRB"
"2017","246","MEZ"
"2017","245","MRF"
"2017","244","HOB"
"2017","244","PVG"
"2017","243","SNA"
"2017","242","GUN"
"2017","241","ILE"
"2017","240","EKM"
"2017","240","RQE"
"2017","239","2V5"
"2017","234","GTU"
"2017","233","BFL"
"2017","233","SAD"
"2017","233","DMN"
"2017","232","BYS"
"2017","230","FFL"
"2017","230","PGA"
"2017","229","GJT"
"2017","228","INS"
"2017","227","NZY"
"2017","226","SWF"
"2017","223","IGM"
"2017","222","E38"
"2017","221","LSV"
"2017","220","AEG"
"2017","220","SKX"
"2017","219","TBX"
"2017","218","NKX"
"2017","215","BPG"
"2017","213","SAN"
"2017","212","EFD"
"2017","212","1J0"
"2017","211","BAK"
"2017","211","BIH"
"2017","211","FHB"
"2017","208","ELP"
"2017","207","CNY"
"2017","206","DUG"
"2017","205","9MN"
"2017","203","CGE"
"2017","202","RAL"
"2017","201","1II"
"2017","196","FTN"
"2017","194","NFL"
"2017","194","HSA"
"2017","191","IFP"
"2017","189","VCV"
"2017","186","SJN"
"2017","183","U28"
"2017","182","SWW"
"2017","182","BVI"
"2017","181","NJK"
"2017","181","AVC"
"2017","179","HZX"
"2017","178","BVU"
"2017","177","LPC"
"2017","174","LKV"
"2017","173","ALK"
"2017","173","CGZ"
"2017","173","EDW"
"2017","170","2J9"
"2017","169","BCT"
"2017","169","IPL"
"2017","166","TNU"
"2017","165","WJF"
"2017","164","SGU"
"2017","162","OQU"
"2017","160","INW"
"2017","159","TPH"
"2017","157","RWV"
"2017","150","PMD"
"2017","148","NXP"
"2017","147","6A2"
"2017","146","1V6"
"2017","145","GXA"
"2017","141","TUS"
"2017","141","POC"
"2017","140","CIC"
"2017","139","OMN"
"2017","136","SCH"
"2017","136","ASG"
"2017","136","TIX"
"2017","135","4O4"
"2017","134","HND"
"2017","133","ENV"
"2017","132","EVB"
"2017","131","XFL"
"2017","131","GZL"
"2017","128","P38"
"2017","126","ABH"
"2017","122","HQZ"
"2017","120","PAO"
"2017","113","MCJ"
"2017","113","TOA"
"2017","112","GPM"
"2017","111","DVT"
"2017","110","MHR"
"2017","109","TRM"
"2017","109","SDL"
"2017","101","AID"
"2017","100","NID"
"2017","100","BLH"
"2017","99","EMT"
"2017","98","VGT"
"2017","98","IYK"
"2017","92","CNW"
"2017","92","P08"
"2017","92","IWA"
"2017","90","PHX"
"2017","90","PVF"
"2017","88","AUN"
"2017","86","PSP"
"2017","84","OSA"
"2017","84","LAS"
"2017","83","EED"
"2017","81","DAG"
"2017","79","WHP"
"2017","78","DRA"
"2017","76","RHV"
"2017","75","BKS"
"2017","71","NYL"
"2017","70","JGG"
"2017","70","BYH"
"2017","65","2WX"
"2017","59","DPG"
"2017","54","P60"
"2017","53","2D5"
"2017","51","BWP"
"2017","49","ASL"
"2017","48","GYR"
"2017","48","FWD"
"2017","46","GOO"
"2017","44","5C1"
"2017","43","Y51"
"2017","42","N60"
"2017","42","GNR"
"2017","42","SEP"
"2017","41","UKT"
"2017","40","P68"
"2017","40","THA"
"2017","40","GEU"
"2017","40","CEY"
"2017","39","OCQ"
"2017","39","FYJ"
"2017","39","P53"
"2017","39","CHD"
"2017","38","U24"
"2017","38","CVH"
"2017","38","8D3"
"2017","38","MQE"
"2017","36","VDW"
"2017","36","MTP"
"2017","36","PVB"
"2017","35","O22"
"2017","35","CDJ"
"2017","35","42J"
"2017","33","8S0"
"2017","32","C29"
"2017","32","MRT"
"2017","31","OXI"
"2017","31","33V"
"2017","30","FFZ"
"2017","30","RYN"
"2017","30","P28"
"2017","30","DMH"
"2017","29","1V4"
"2017","28","BGE"
"2017","28","EDJ"
"2017","28","WEY"
"2017","27","JDN"
"2017","27","12N"
"2017","27","P59"
"2017","25","D07"
"2017","24","CKC"
"2017","24","BMC"
"2017","24","LOM"
"2017","23","6R6"
"2017","23","SNT"
"2017","23","GNA"
"2017","22","U31"
"2017","21","SPD"
"2017","20","U42"
"2017","20","P58"
"2017","20","PYX"
"2017","19","EDU"
"2017","19","O87"
"2017","18","REO"
"2017","18","GIC"
"2017","17","FOT"
"2017","15","CZZ"
"2017","15","P69"
"2017","14","LHM"
"2017","13","OLV"
"2017","13","3MW"
"2017","12","SBS"
"2017","11","F70"
"2017","8","MQJ"
"2017","8","4HV"
"2017","7","2W6"
"2017","6","4BL"
"2017","5","O54"
"2017","5","FME"
"2017","5","ANK"
"2017","5","BDG"
"2017","3","GBN"
"2017","3","O86"
"2017","2","BXK"
"2017","2","WBC"
"2017","1","I35"
"2017","1","CBE"
"2017","1","MMI"
"2018","2537","SMP"
"2018","2504","HYW"
"2018","2417","JXI"
"2018","2177","0CO"
"2018","2097","3TH"
"2018","1998","MLP"
"2018","1993","ARW"
"2018","1993","JFX"
"2018","1889","JRB"
"2018","1771","MZZ"
"2018","1617","M16"
"2018","1596","GTB"
"2018","1577","M40"
"2018","1541","S47"
"2018","1523","JNW"
"2018","1520","MCF"
"2018","1511","FTK"
"2018","1507","UIL"
"2018","1468","TNB"
"2018","1466","MUI"
"2018","1458","HSP"
"2018","1457","TMK"
"2018","1448","GRF"
"2018","1443","EHY"
"2018","1437","2DP"
"2018","1430","JFZ"
"2018","1422","RNV"
"2018","1404","6R3"
"2018","1396","CPK"
"2018","1390","BAC"
"2018","1387","ELZ"
"2018","1382","HAF"
"2018","1375","CTY"
"2018","1372","JKL"
"2018","1371","JST"
"2018","1367","ONP"
"2018","1362","FIG"
"2018","1361","DUJ"
"2018","1355","CDH"
"2018","1348","W99"
"2018","1341","TCM"
"2018","1335","K22"
"2018","1332","BKD"
"2018","1316","EKN"
"2018","1314","GOV"
"2018","1312","MYP"
"2018","1304","BOK"
"2018","1302","CRX"
"2018","1297","96D"
"2018","1289","DZJ"
"2018","1284","CAR"
"2018","1270","ERY"
"2018","1259","WRI"
"2018","1256","GEV"
"2018","1252","HOP"
"2018","1249","MDS"
"2018","1249","LSF"
"2018","1249","RMN"
"2018","1248","DNK"
"2018","1242","FBG"
"2018","1242","SLK"
"2018","1236","DCM"
"2018","1234","LWB"
"2018","1229","BFD"
"2018","1226","BGM"
"2018","1222","ADW"
"2018","1220","BLV"
"2018","1214","CDA"
"2018","1212","HST"
"2018","1206","HQM"
"2018","1205","MKS"
"2018","1204","DKR"
"2018","1204","JHW"
"2018","1197","EZM"
"2018","1193","POE"
"2018","1192","GAO"
"2018","1187","CCU"
"2018","1187","OZR"
"2018","1186","TWM"
"2018","1185","FAF"
"2018","1184","LNP"
"2018","1182","W29"
"2018","1182","MSV"
"2018","1181","DAA"
"2018","1168","LOR"
"2018","1164","CBM"
"2018","1163","DOV"
"2018","1161","MPO"
"2018","1158","UTA"
"2018","1158","1A6"
"2018","1157","M30"
"2018","1151","RDR"
"2018","1150","MKJ"
"2018","1149","48I"
"2018","1148","40J"
"2018","1146","MXF"
"2018","1146","LRF"
"2018","1143","ISQ"
"2018","1138","OLE"
"2018","1133","INF"
"2018","1133","VOK"
"2018","1132","TDO"
"2018","1132","08D"
"2018","1131","CLS"
"2018","1125","BLF"
"2018","1122","PAM"
"2018","1121","NFJ"
"2018","1117","EKA"
"2018","1112","AST"
"2018","1110","BKW"
"2018","1105","SHN"
"2018","1098","HRT"
"2018","1098","FVE"
"2018","1090","VJI"
"2018","1088","RHP"
"2018","1086","HMZ"
"2018","1084","VAD"
"2018","1083","MGE"
"2018","1083","AVL"
"2018","1083","D25"
"2018","1079","HWY"
"2018","1078","AOO"
"2018","1073","DRI"
"2018","1071","LKU"
"2018","1071","FKL"
"2018","1069","SME"
"2018","1068","1P1"
"2018","1065","HEY"
"2018","1064","GUS"
"2018","1064","PSK"
"2018","1063","D55"
"2018","1063","BCB"
"2018","1062","OQN"
"2018","1061","W22"
"2018","1059","CKB"
"2018","1057","BML"
"2018","1057","LNL"
"2018","1055","MPV"
"2018","1053","FPK"
"2018","1053","D60"
"2018","1053","4I3"
"2018","1052","BEH"
"2018","1052","ERI"
"2018","1047","PQN"
"2018","1046","VTA"
"2018","1045","WRB"
"2018","1045","LFI"
"2018","1045","XLL"
"2018","1043","CJR"
"2018","1039","CEF"
"2018","1038","EFC"
"2018","1037","PSF"
"2018","1035","IRS"
"2018","1035","VSF"
"2018","1035","LDM"
"2018","1034","HLX"
"2018","1033","FZY"
"2018","1033","RPD"
"2018","1031","WYS"
"2018","1029","ARM"
"2018","1027","SIF"
"2018","1026","IOB"
"2018","1024","MEH"
"2018","1023","OTH"
"2018","1022","AXH"
"2018","1022","JKA"
"2018","1018","RCA"
"2018","1018","CEW"
"2018","1017","HLG"
"2018","1016","HIE"
"2018","1015","RCR"
"2018","1014","BQK"
"2018","1014","5H4"
"2018","1013","GKJ"
"2018","1011","VPZ"
"2018","1009","BYY"
"2018","1009","AWO"
"2018","1008","MYL"
"2018","1008","ART"
"2018","1006","LXL"
"2018","1002","CIR"
"2018","1001","LHW"
"2018","1000","ASX"
"2018","999","RZL"
"2018","999","POB"
"2018","996","LUA"
"2018","995","TBN"
"2018","995","MRJ"
"2018","991","LPR"
"2018","990","BTP"
"2018","990","MWM"
"2018","989","SHD"
"2018","989","IPT"
"2018","988","MWO"
"2018","987","ALX"
"2018","987","DLZ"
"2018","987","CPW"
"2018","986","DMW"
"2018","986","AFN"
"2018","986","AGC"
"2018","985","PTW"
"2018","985","FMH"
"2018","984","EVM"
"2018","983","MAO"
"2018","982","PQI"
"2018","981","TTS"
"2018","980","JYM"
"2018","980","HTS"
"2018","979","MVL"
"2018","979","ACP"
"2018","978","CSV"
"2018","976","TDR"
"2018","976","PQL"
"2018","975","DPA"
"2018","974","ROS"
"2018","973","CEC"
"2018","972","PUJ"
"2018","972","BCK"
"2018","971","MNI"
"2018","970","AVP"
"2018","970","AKQ"
"2018","970","GLW"
"2018","970","MDT"
"2018","970","MTV"
"2018","970","MTC"
"2018","968","N03"
"2018","967","UKF"
"2018","967","BIX"
"2018","967","ZPH"
"2018","966","ELM"
"2018","965","GYL"
"2018","964","GLR"
"2018","960","OVS"
"2018","960","EFK"
"2018","959","6B0"
"2018","957","VNC"
"2018","955","TDF"
"2018","954","FOZ"
"2018","954","SGT"
"2018","953","ORE"
"2018","951","EEN"
"2018","950","MGW"
"2018","950","TYQ"
"2018","949","MQS"
"2018","948","BJJ"
"2018","947","1A5"
"2018","947","I69"
"2018","946","FVX"
"2018","946","XMR"
"2018","946","GGE"
"2018","945","PTB"
"2018","943","1B7"
"2018","943","9D7"
"2018","942","SMQ"
"2018","942","MLT"
"2018","942","TAN"
"2018","941","LEB"
"2018","940","EGV"
"2018","939","FWN"
"2018","938","CON"
"2018","938","CCY"
"2018","936","GSH"
"2018","934","CVX"
"2018","933","MGJ"
"2018","932","ABE"
"2018","932","GSB"
"2018","931","PLU"
"2018","930","TLH"
"2018","930","LEX"
"2018","929","GDB"
"2018","927","OKV"
"2018","926","0A9"
"2018","926","HTO"
"2018","925","RQB"
"2018","924","USE"
"2018","923","LUK"
"2018","923","6A1"
"2018","922","RMY"
"2018","921","LCQ"
"2018","920","MWN"
"2018","918","MRB"
"2018","918","ACV"
"2018","917","JYO"
"2018","917","RND"
"2018","917","CMX"
"2018","916","CXY"
"2018","915","HSB"
"2018","915","LNS"
"2018","914","D50"
"2018","914","Y63"
"2018","913","HGR"
"2018","911","CKV"
"2018","911","ARV"
"2018","910","LHQ"
"2018","908","IZG"
"2018","908","ASW"
"2018","907","MOP"
"2018","907","7L2"
"2018","906","PKB"
"2018","906","LOU"
"2018","906","FFT"
"2018","906","BOW"
"2018","905","LCK"
"2018","905","EWN"
"2018","905","ORH"
"2018","905","HUL"
"2018","904","MVY"
"2018","903","OMH"
"2018","903","MGY"
"2018","902","MRN"
"2018","901","5W8"
"2018","901","06D"
"2018","900","MDZ"
"2018","900","DTW"
"2018","898","1H2"
"2018","897","UCP"
"2018","896","SDF"
"2018","896","OCH"
"2018","895","GVL"
"2018","895","ZZV"
"2018","894","Y70"
"2018","894","OFF"
"2018","893","RME"
"2018","892","SEG"
"2018","891","PSO"
"2018","891","AXS"
"2018","891","XVW"
"2018","891","AQV"
"2018","891","SYR"
"2018","890","JZI"
"2018","889","HAO"
"2018","889","ILN"
"2018","888","HFF"
"2018","888","RHI"
"2018","888","SSC"
"2018","888","LOZ"
"2018","887","BAF"
"2018","885","AFJ"
"2018","885","RPJ"
"2018","885","FWB"
"2018","884","DCY"
"2018","883","VPS"
"2018","883","PPO"
"2018","882","IPJ"
"2018","880","CCA"
"2018","879","SGH"
"2018","879","FFO"
"2018","879","CUL"
"2018","878","OWD"
"2018","878","CQX"
"2018","878","CGC"
"2018","877","JOT"
"2018","877","CVG"
"2018","877","3R7"
"2018","874","CRW"
"2018","874","IER"
"2018","874","SPA"
"2018","874","SBN"
"2018","873","HNB"
"2018","873","CEU"
"2018","872","MCD"
"2018","872","VUJ"
"2018","872","AEX"
"2018","871","NAK"
"2018","871","BKV"
"2018","870","UBE"
"2018","870","BKB"
"2018","869","YNG"
"2018","868","DCA"
"2018","867","SXT"
"2018","866","NYC"
"2018","866","CWV"
"2018","865","SFM"
"2018","865","DLL"
"2018","864","HIB"
"2018","863","MFD"
"2018","863","MFV"
"2018","862","DDH"
"2018","862","LYV"
"2018","862","NBJ"
"2018","862","UNI"
"2018","860","SVH"
"2018","859","NHZ"
"2018","859","IYA"
"2018","859","OLM"
"2018","858","IKK"
"2018","858","CFS"
"2018","858","BAD"
"2018","857","D95"
"2018","857","WST"
"2018","857","PHL"
"2018","856","HAE"
"2018","856","PRG"
"2018","855","PHD"
"2018","855","FOK"
"2018","854","TOI"
"2018","854","4A9"
"2018","853","CAD"
"2018","852","BJI"
"2018","851","PWT"
"2018","851","ORS"
"2018","851","THV"
"2018","851","RGK"
"2018","850","AZO"
"2018","850","LOT"
"2018","850","FIT"
"2018","850","LBE"
"2018","850","HKY"
"2018","850","JNX"
"2018","849","PNE"
"2018","848","CIU"
"2018","848","HQU"
"2018","848","RSN"
"2018","847","GFL"
"2018","846","JAS"
"2018","846","LYH"
"2018","846","MNN"
"2018","845","PSM"
"2018","845","BID"
"2018","845","AGS"
"2018","844","ENL"
"2018","844","ARG"
"2018","844","DED"
"2018","844","IFA"
"2018","844","FXY"
"2018","844","MQB"
"2018","843","ASJ"
"2018","843","NCA"
"2018","843","MOB"
"2018","843","SRC"
"2018","843","ANJ"
"2018","843","BVE"
"2018","843","AQW"
"2018","842","4A6"
"2018","841","HTL"
"2018","841","CMH"
"2018","841","C09"
"2018","841","PVC"
"2018","841","IGQ"
"2018","839","BHB"
"2018","839","MKG"
"2018","837","AFP"
"2018","837","DPL"
"2018","836","BQP"
"2018","836","BRD"
"2018","836","PHN"
"2018","836","MMK"
"2018","835","ACJ"
"2018","835","OTG"
"2018","834","ALB"
"2018","834","3T5"
"2018","834","ACB"
"2018","834","IKW"
"2018","834","FWC"
"2018","834","F46"
"2018","833","HAI"
"2018","832","EHO"
"2018","832","PEO"
"2018","832","EQY"
"2018","832","DAN"
"2018","832","HZR"
"2018","831","OSC"
"2018","831","HWV"
"2018","831","AMN"
"2018","831","DKB"
"2018","831","BWI"
"2018","831","DHN"
"2018","830","ECP"
"2018","830","IDP"
"2018","829","MBL"
"2018","829","ESF"
"2018","828","RAC"
"2018","828","PEX"
"2018","828","MNE"
"2018","827","HSE"
"2018","827","I75"
"2018","827","DKK"
"2018","827","PVD"
"2018","826","AFO"
"2018","826","AHN"
"2018","826","NEW"
"2018","826","FOA"
"2018","826","SJX"
"2018","825","BPT"
"2018","825","BDR"
"2018","825","GHG"
"2018","823","TAZ"
"2018","823","LBX"
"2018","823","SKA"
"2018","823","ORG"
"2018","823","C75"
"2018","823","RSP"
"2018","822","M19"
"2018","822","HZY"
"2018","821","BXA"
"2018","821","OZW"
"2018","821","DEQ"
"2018","821","BIV"
"2018","820","OLY"
"2018","818","TTF"
"2018","817","2C8"
"2018","817","PBH"
"2018","817","WVL"
"2018","816","BTV"
"2018","816","PYM"
"2018","816","MWK"
"2018","816","SFZ"
"2018","814","ARB"
"2018","814","RUT"
"2018","814","OFP"
"2018","813","NDZ"
"2018","812","ILG"
"2018","812","RRL"
"2018","812","AKR"
"2018","811","OPL"
"2018","811","RKD"
"2018","811","GZH"
"2018","811","BAX"
"2018","810","PNS"
"2018","810","0VG"
"2018","810","DTL"
"2018","809","BUF"
"2018","809","UGN"
"2018","809","GMU"
"2018","808","SVN"
"2018","808","MCW"
"2018","808","ACK"
"2018","808","GRR"
"2018","808","FFX"
"2018","808","HNR"
"2018","807","HYA"
"2018","807","BBP"
"2018","806","11R"
"2018","806","54J"
"2018","806","MSN"
"2018","806","CHO"
"2018","806","OQT"
"2018","806","ROC"
"2018","805","ONA"
"2018","804","79J"
"2018","804","CRE"
"2018","804","ITH"
"2018","803","SLO"
"2018","803","BDL"
"2018","803","GBG"
"2018","803","DRM"
"2018","802","BWG"
"2018","802","CHA"
"2018","802","ELO"
"2018","802","TMA"
"2018","802","DXR"
"2018","802","VAY"
"2018","802","HUA"
"2018","801","KLS"
"2018","801","AKH"
"2018","800","UNU"
"2018","800","5SM"
"2018","800","UZA"
"2018","800","MGN"
"2018","800","OBE"
"2018","800","MIE"
"2018","799","DTS"
"2018","799","LXV"
"2018","799","HLR"
"2018","799","TTA"
"2018","798","ORB"
"2018","798","DAW"
"2018","798","VES"
"2018","797","GNV"
"2018","797","BLM"
"2018","797","MKL"
"2018","797","AUG"
"2018","796","LEW"
"2018","796","FEW"
"2018","795","GWR"
"2018","794","LWA"
"2018","794","GAD"
"2018","794","LDJ"
"2018","793","LVN"
"2018","793","LHZ"
"2018","792","CQB"
"2018","791","FFC"
"2018","791","ACQ"
"2018","791","IJD"
"2018","791","GPT"
"2018","791","APN"
"2018","790","FEP"
"2018","790","IWD"
"2018","789","SGJ"
"2018","789","RKP"
"2018","789","SZT"
"2018","788","9A1"
"2018","788","20U"
"2018","787","ILM"
"2018","787","MJQ"
"2018","787","MVN"
"2018","786","GRK"
"2018","786","7R3"
"2018","786","UUU"
"2018","785","MKE"
"2018","785","VLD"
"2018","785","NSE"
"2018","785","DVN"
"2018","785","LWM"
"2018","785","PIB"
"2018","784","RNP"
"2018","784","UNR"
"2018","784","DBQ"
"2018","783","BMG"
"2018","783","PAH"
"2018","783","JMR"
"2018","783","ROX"
"2018","782","LAN"
"2018","782","BTL"
"2018","782","OXC"
"2018","781","ULM"
"2018","781","SRE"
"2018","781","SOW"
"2018","780","GAI"
"2018","780","PBF"
"2018","779","I16"
"2018","779","BLU"
"2018","779","SFQ"
"2018","778","JXN"
"2018","778","EWB"
"2018","778","GSP"
"2018","778","EFT"
"2018","778","BGR"
"2018","778","BED"
"2018","777","TYS"
"2018","777","HYR"
"2018","777","MLU"
"2018","776","JAN"
"2018","776","WAL"
"2018","776","EET"
"2018","776","INT"
"2018","776","HNZ"
"2018","776","TVK"
"2018","776","GEZ"
"2018","775","ARA"
"2018","775","RST"
"2018","774","PLN"
"2018","774","EHR"
"2018","773","ONZ"
"2018","773","RDG"
"2018","772","EST"
"2018","772","OEB"
"2018","772","PDK"
"2018","772","FRI"
"2018","772","LGC"
"2018","771","FKN"
"2018","771","HFD"
"2018","771","HKS"
"2018","770","ROA"
"2018","770","CQF"
"2018","770","LUX"
"2018","770","IAG"
"2018","769","LCH"
"2018","769","PNT"
"2018","769","PTN"
"2018","768","CUT"
"2018","767","LFK"
"2018","767","RZZ"
"2018","766","JYR"
"2018","766","UXL"
"2018","766","FDY"
"2018","765","PTK"
"2018","764","AOH"
"2018","764","TIP"
"2018","764","CAK"
"2018","763","TEW"
"2018","763","CQM"
"2018","762","RFD"
"2018","762","FKA"
"2018","762","TRI"
"2018","761","HDC"
"2018","761","PDC"
"2018","761","JSO"
"2018","761","TTN"
"2018","761","PIT"
"2018","761","PWM"
"2018","761","ARR"
"2018","760","AND"
"2018","760","BFM"
"2018","760","RCX"
"2018","759","U78"
"2018","759","BVY"
"2018","759","IAB"
"2018","758","RYW"
"2018","758","FWA"
"2018","758","YIP"
"2018","758","CBF"
"2018","758","TOL"
"2018","757","BIJ"
"2018","757","8A0"
"2018","755","ACY"
"2018","755","2D5"
"2018","755","SLR"
"2018","754","4BM"
"2018","754","BUY"
"2018","754","MCB"
"2018","754","OGS"
"2018","752","TKV"
"2018","752","CLE"
"2018","752","ECG"
"2018","751","ADC"
"2018","751","RMG"
