"year","amount_of_events","airportcode"
"2018","751","OSU"
"2018","750","AMW"
"2018","750","RKR"
"2018","750","RWI"
"2018","750","OAJ"
"2018","750","DNV"
"2018","750","ALO"
"2018","750","PZQ"
"2018","749","CVB"
"2018","748","C35"
"2018","748","MDQ"
"2018","747","TCL"
"2018","747","FSE"
"2018","747","IWI"
"2018","746","FYG"
"2018","746","MRH"
"2018","746","FOD"
"2018","745","DIJ"
"2018","745","AXA"
"2018","745","HCD"
"2018","744","PGV"
"2018","744","BNA"
"2018","743","AIT"
"2018","743","HMM"
"2018","743","3DU"
"2018","743","GON"
"2018","743","ORD"
"2018","743","IJX"
"2018","743","BUU"
"2018","742","ICL"
"2018","742","DNS"
"2018","742","BTA"
"2018","742","SKF"
"2018","742","SAR"
"2018","742","MGC"
"2018","742","COQ"
"2018","741","SYN"
"2018","741","AAF"
"2018","740","MZH"
"2018","740","GGP"
"2018","739","CDW"
"2018","738","BNL"
"2018","738","CBG"
"2018","738","MIV"
"2018","738","MJX"
"2018","738","CXO"
"2018","738","SLH"
"2018","737","BAZ"
"2018","737","MSS"
"2018","737","HKA"
"2018","737","GCC"
"2018","736","TEB"
"2018","736","VDF"
"2018","736","MLE"
"2018","736","PRN"
"2018","735","NPA"
"2018","735","EYE"
"2018","735","ASD"
"2018","735","DBN"
"2018","734","SHV"
"2018","734","NUI"
"2018","733","FET"
"2018","732","CHS"
"2018","732","GSO"
"2018","732","LZU"
"2018","731","IAD"
"2018","731","FNT"
"2018","731","FSO"
"2018","731","TUP"
"2018","731","OOA"
"2018","731","VER"
"2018","730","VSH"
"2018","730","RYV"
"2018","730","EVV"
"2018","729","FKS"
"2018","729","STS"
"2018","729","ELD"
"2018","729","GLS"
"2018","728","MQY"
"2018","728","AUM"
"2018","728","MHS"
"2018","727","FAM"
"2018","727","SPB"
"2018","727","INL"
"2018","727","NFE"
"2018","726","LQK"
"2018","726","YKN"
"2018","726","LAF"
"2018","726","MBS"
"2018","726","LNR"
"2018","726","SFY"
"2018","725","LWV"
"2018","725","EZF"
"2018","725","LVM"
"2018","725","GED"
"2018","725","CKP"
"2018","725","RCZ"
"2018","724","MDH"
"2018","724","GWO"
"2018","723","HUF"
"2018","723","VYS"
"2018","723","JBR"
"2018","723","COF"
"2018","723","RWV"
"2018","723","IMM"
"2018","722","ATL"
"2018","722","ISW"
"2018","721","TVR"
"2018","721","7R5"
"2018","720","M89"
"2018","720","OCF"
"2018","720","DNL"
"2018","720","GVT"
"2018","720","PGD"
"2018","719","POU"
"2018","719","CGI"
"2018","719","SNC"
"2018","718","LIT"
"2018","718","BTR"
"2018","717","FRM"
"2018","717","Y23"
"2018","717","NHK"
"2018","716","BFU"
"2018","716","DHS"
"2018","715","SHL"
"2018","715","DUC"
"2018","714","EOE"
"2018","714","VLL"
"2018","714","AWM"
"2018","714","MMT"
"2018","713","IND"
"2018","713","AHQ"
"2018","713","DAY"
"2018","713","EXX"
"2018","713","HOT"
"2018","712","IOW"
"2018","712","SQI"
"2018","712","Y19"
"2018","712","CNI"
"2018","711","EWR"
"2018","711","CMY"
"2018","711","JAC"
"2018","711","FLO"
"2018","710","MEM"
"2018","710","FDK"
"2018","710","PWK"
"2018","710","SPW"
"2018","710","TKC"
"2018","710","GRD"
"2018","710","NBC"
"2018","710","HYX"
"2018","709","BIE"
"2018","708","DUH"
"2018","708","CKN"
"2018","708","PCZ"
"2018","708","21D"
"2018","708","ETB"
"2018","708","FQD"
"2018","707","PHF"
"2018","707","GGI"
"2018","707","ENW"
"2018","707","PWC"
"2018","706","IXA"
"2018","706","9A4"
"2018","706","VBT"
"2018","706","FLD"
"2018","706","PIL"
"2018","705","LUM"
"2018","705","ORC"
"2018","705","MEI"
"2018","705","CID"
"2018","704","HSV"
"2018","704","AYS"
"2018","704","JKJ"
"2018","704","MTW"
"2018","703","TDZ"
"2018","703","LCI"
"2018","703","OWB"
"2018","703","IMT"
"2018","702","FTY"
"2018","702","T20"
"2018","702","MQI"
"2018","701","STE"
"2018","701","H21"
"2018","701","01M"
"2018","700","JDD"
"2018","700","LCG"
"2018","700","AWG"
"2018","700","ADU"
"2018","700","OKK"
"2018","700","MMV"
"2018","700","DWH"
"2018","699","LSE"
"2018","699","HVS"
"2018","699","5R8"
"2018","698","JAX"
"2018","698","CSG"
"2018","698","AUW"
"2018","698","EBS"
"2018","698","GWB"
"2018","698","BKL"
"2018","697","GYB"
"2018","697","TBR"
"2018","697","3LF"
"2018","697","BVN"
"2018","697","DAB"
"2018","696","CNC"
"2018","696","CIN"
"2018","695","DEH"
"2018","695","CLI"
"2018","695","HEZ"
"2018","695","DTN"
"2018","695","CNB"
"2018","695","MAI"
"2018","694","IBM"
"2018","694","MML"
"2018","694","ESC"
"2018","694","MSL"
"2018","694","TOB"
"2018","693","TME"
"2018","693","3A1"
"2018","693","WWD"
"2018","693","DCU"
"2018","693","VPC"
"2018","693","MSO"
"2018","693","MKT"
"2018","693","LLQ"
"2018","692","SUT"
"2018","692","JYG"
"2018","691","FSD"
"2018","690","DVP"
"2018","690","AUO"
"2018","690","UNV"
"2018","689","MXO"
"2018","689","HBI"
"2018","688","SGR"
"2018","688","HBG"
"2018","688","LZK"
"2018","688","LGA"
"2018","688","NYG"
"2018","687","MMU"
"2018","687","OXB"
"2018","687","UTS"
"2018","686","MVE"
"2018","686","AEL"
"2018","686","MTO"
"2018","686","PMV"
"2018","686","HBV"
"2018","685","W43"
"2018","685","PBG"
"2018","685","CMI"
"2018","684","DSV"
"2018","684","BMT"
"2018","684","BNW"
"2018","683","T35"
"2018","683","BVX"
"2018","683","BKX"
"2018","683","RNH"
"2018","683","BBB"
"2018","683","ABY"
"2018","683","ISP"
"2018","682","MWT"
"2018","682","NMM"
"2018","681","CVO"
"2018","681","ASH"
"2018","681","MSY"
"2018","681","CLT"
"2018","681","POF"
"2018","680","TVC"
"2018","680","3I2"
"2018","680","SBM"
"2018","680","BYG"
"2018","679","BHM"
"2018","679","Y50"
"2018","679","L38"
"2018","679","CWN"
"2018","678","PIE"
"2018","677","CLM"
"2018","676","MGM"
"2018","675","LFT"
"2018","675","CWI"
"2018","675","F44"
"2018","675","SAZ"
"2018","674","LXN"
"2018","674","LVJ"
"2018","674","AIZ"
"2018","673","HPN"
"2018","673","PIA"
"2018","673","RQO"
"2018","672","PSX"
"2018","672","NJM"
"2018","671","LGU"
"2018","671","OCW"
"2018","671","MPZ"
"2018","671","GPZ"
"2018","671","ONL"
"2018","670","MCN"
"2018","670","BOS"
"2018","670","TVL"
"2018","670","MOX"
"2018","670","AAA"
"2018","670","STL"
"2018","669","MLD"
"2018","669","DLH"
"2018","668","UNO"
"2018","668","BAB"
"2018","668","OPN"
"2018","667","ANB"
"2018","666","DVK"
"2018","666","GLH"
"2018","666","GPI"
"2018","666","DSM"
"2018","665","XSA"
"2018","665","RIC"
"2018","665","PNM"
"2018","664","MLI"
"2018","664","NBG"
"2018","663","AJG"
"2018","663","SLB"
"2018","663","VWU"
"2018","663","0J4"
"2018","662","PAE"
"2018","662","TEX"
"2018","662","DFI"
"2018","662","RRT"
"2018","661","ANW"
"2018","661","FFM"
"2018","660","DYL"
"2018","659","DEW"
"2018","659","AIG"
"2018","659","OGA"
"2018","659","EZS"
"2018","658","EUG"
"2018","658","AXN"
"2018","658","CFD"
"2018","658","CNO"
"2018","657","FCI"
"2018","657","TVI"
"2018","657","DXX"
"2018","657","EAU"
"2018","656","BTM"
"2018","656","LRO"
"2018","656","OPF"
"2018","656","TZR"
"2018","656","RSV"
"2018","656","OKH"
"2018","655","BLI"
"2018","655","OKM"
"2018","655","MIW"
"2018","655","SBO"
"2018","653","AQP"
"2018","653","SUU"
"2018","653","HDN"
"2018","653","UDG"
"2018","652","TIF"
"2018","652","TSP"
"2018","652","NRB"
"2018","652","SPG"
"2018","651","OVL"
"2018","650","DET"
"2018","650","BRL"
"2018","650","SUW"
"2018","649","RUG"
"2018","649","AFK"
"2018","649","HDE"
"2018","649","SMS"
"2018","648","PTS"
"2018","648","CRG"
"2018","647","GHW"
"2018","647","RBG"
"2018","647","ORF"
"2018","647","EUF"
"2018","646","HIO"
"2018","646","VCT"
"2018","646","PKV"
"2018","646","GIF"
"2018","646","BMI"
"2018","646","VIH"
"2018","645","RYY"
"2018","645","TXK"
"2018","645","HVN"
"2018","645","PKD"
"2018","645","ADG"
"2018","645","OTM"
"2018","645","AMG"
"2018","644","SFB"
"2018","644","SZL"
"2018","644","AIK"
"2018","644","SGS"
"2018","643","CKI"
"2018","643","JFK"
"2018","642","NTU"
"2018","642","CAE"
"2018","642","ADH"
"2018","642","FAY"
"2018","641","MNM"
"2018","641","AUD"
"2018","641","LBT"
"2018","641","PRO"
"2018","640","CFE"
"2018","640","1M4"
"2018","639","LEE"
"2018","639","FRG"
"2018","638","LKR"
"2018","637","PMP"
"2018","637","PEA"
"2018","637","SAW"
"2018","637","MSP"
"2018","636","GFA"
"2018","636","2J9"
"2018","635","LNC"
"2018","635","IIB"
"2018","635","EKQ"
"2018","635","MDW"
"2018","635","RBW"
"2018","635","PRX"
"2018","634","EDC"
"2018","634","FAR"
"2018","633","OWA"
"2018","632","DNN"
"2018","632","AFF"
"2018","631","D39"
"2018","631","SUS"
"2018","631","FYV"
"2018","631","S32"
"2018","630","FPR"
"2018","630","MGR"
"2018","630","CPS"
"2018","630","LBR"
"2018","630","AUH"
"2018","630","CRP"
"2018","629","HWO"
"2018","629","3J7"
"2018","629","BEA"
"2018","629","OMA"
"2018","628","DZB"
"2018","627","HFJ"
"2018","627","RZN"
"2018","627","HZE"
"2018","626","OGB"
"2018","626","RNT"
"2018","625","MIA"
"2018","625","CKC"
"2018","625","SBY"
"2018","625","GCD"
"2018","624","SHR"
"2018","624","MUT"
"2018","624","CZK"
"2018","623","TPA"
"2018","623","OXV"
"2018","623","OSH"
"2018","623","UIN"
"2018","623","CLL"
"2018","622","COE"
"2018","621","ROG"
"2018","621","CUB"
"2018","621","MHT"
"2018","621","SPI"
"2018","621","GMJ"
"2018","620","IKV"
"2018","620","XVG"
"2018","620","JSV"
"2018","620","IAH"
"2018","620","IKA"
"2018","619","DYA"
"2018","619","NEL"
"2018","618","MLC"
"2018","618","RAP"
"2018","617","HJH"
"2018","617","SAV"
"2018","616","PEZ"
"2018","616","JYL"
"2018","616","HRX"
"2018","616","MLJ"
"2018","615","EYW"
"2018","615","46D"
"2018","615","HCO"
"2018","615","CCO"
"2018","615","INJ"
"2018","615","SUX"
"2018","614","SET"
"2018","614","NUW"
"2018","614","RUQ"
"2018","614","ODX"
"2018","614","LWD"
"2018","613","FSI"
"2018","613","SPF"
"2018","612","NIP"
"2018","612","RIM"
"2018","612","BPK"
"2018","611","65S"
"2018","610","TOC"
"2018","610","FSM"
"2018","610","AAT"
"2018","610","MWA"
"2018","610","ERV"
"2018","610","LNK"
"2018","609","RFI"
"2018","609","HRO"
"2018","608","CPT"
"2018","608","RSW"
"2018","608","SOP"
"2018","607","HIF"
"2018","607","MIB"
"2018","607","RDK"
"2018","606","AZE"
"2018","605","MKO"
"2018","605","SRQ"
"2018","605","MFI"
"2018","605","XBP"
"2018","605","ORL"
"2018","604","TPF"
"2018","603","RUE"
"2018","603","CRS"
"2018","603","MEB"
"2018","603","DYT"
"2018","603","TQE"
"2018","603","VDI"
"2018","602","XNA"
"2018","602","FLP"
"2018","601","MGG"
"2018","601","PPF"
"2018","601","MCO"
"2018","601","GLY"
"2018","600","GOP"
"2018","600","DDC"
"2018","599","BFW"
"2018","599","PCW"
"2018","599","IDV"
"2018","599","LHB"
"2018","599","OFK"
"2018","598","LXY"
"2018","598","VVV"
"2018","598","GRB"
"2018","598","LKV"
"2018","597","ANQ"
"2018","596","PCM"
"2018","595","SGF"
"2018","595","NGU"
"2018","595","RWF"
"2018","595","SLE"
"2018","595","GGG"
"2018","594","RBD"
"2018","594","DAL"
"2018","594","TVF"
"2018","593","VTI"
"2018","593","AQR"
"2018","593","DFW"
"2018","592","TRK"
"2018","592","SEA"
"2018","591","EBG"
"2018","591","DEC"
"2018","591","EVW"
"2018","590","FCS"
"2018","590","RDU"
"2018","590","HRJ"
"2018","589","20V"
"2018","589","GTR"
"2018","588","FMY"
"2018","588","GRI"
"2018","587","PUW"
"2018","587","SSI"
"2018","587","BZN"
"2018","587","STP"
"2018","586","BIL"
"2018","586","PTT"
"2018","585","HSI"
"2018","585","MCI"
"2018","585","CTJ"
"2018","585","NKT"
"2018","584","TMB"
"2018","584","DYB"
"2018","583","4M9"
"2018","583","JMS"
"2018","583","DVL"
"2018","583","JWY"
"2018","583","DYS"
"2018","583","FLG"
"2018","581","HUM"
"2018","580","OWP"
"2018","580","RWL"
"2018","580","FCM"
"2018","579","PBI"
"2018","578","LMT"
"2018","577","FZG"
"2018","576","AQO"
"2018","576","GLE"
"2018","575","04W"
"2018","575","LWT"
"2018","575","BHK"
"2018","575","FHR"
"2018","574","FLL"
"2018","574","T82"
"2018","574","IRK"
"2018","574","MTN"
"2018","573","EDE"
"2018","571","CHK"
"2018","570","TYR"
"2018","570","ASE"
"2018","570","ATY"
"2018","569","GDJ"
"2018","569","SSF"
"2018","568","UVA"
"2018","567","CDN"
"2018","567","TRL"
"2018","566","FXE"
"2018","566","HOU"
"2018","566","FNB"
"2018","565","MNZ"
"2018","565","TIW"
"2018","564","LBF"
"2018","564","ALI"
"2018","564","STF"
"2018","564","JEF"
"2018","563","BIS"
"2018","563","RSL"
"2018","563","CTD"
"2018","563","DMO"
"2018","562","GEG"
"2018","562","BBW"
"2018","561","FTW"
"2018","561","OLU"
"2018","561","NSI"
"2018","560","VUO"
"2018","560","LWC"
"2018","560","FNL"
"2018","560","NQI"
"2018","559","S25"
"2018","559","TTD"
"2018","558","EAR"
"2018","558","BWD"
"2018","558","ICR"
"2018","558","ECS"
"2018","557","LJF"
"2018","557","D57"
"2018","557","EMV"
"2018","557","SUE"
"2018","556","MLS"
"2018","556","MYR"
"2018","556","WDR"
"2018","555","LTS"
"2018","554","AXX"
"2018","554","MBG"
"2018","553","ABR"
"2018","553","DIK"
"2018","552","PIN"
"2018","552","PNA"
"2018","552","STC"
"2018","551","JVL"
"2018","551","END"
"2018","551","CFV"
"2018","550","VTN"
"2018","549","SLG"
"2018","549","DQH"
"2018","548","LZZ"
"2018","546","MUL"
"2018","545","PDX"
"2018","545","RBO"
"2018","544","EEO"
"2018","544","APY"
"2018","544","SIY"
"2018","543","UAO"
"2018","543","BDU"
"2018","543","GFK"
"2018","543","SNL"
"2018","542","MDD"
"2018","542","LMO"
"2018","542","COM"
"2018","541","ONX"
"2018","541","HHW"
"2018","541","OLF"
"2018","540","VVG"
"2018","540","MLF"
"2018","538","PSN"
"2018","538","MCC"
"2018","538","DVO"
"2018","538","CUH"
"2018","538","MAE"
"2018","537","CYS"
"2018","537","CNU"
"2018","537","CTB"
"2018","535","MWC"
"2018","535","GYI"
"2018","534","ATT"
"2018","534","CPR"
"2018","534","GCM"
"2018","533","MWL"
"2018","533","CAG"
"2018","533","TKI"
"2018","532","LRJ"
"2018","532","CWC"
"2018","532","CWA"
"2018","531","OEO"
"2018","530","MNH"
"2018","529","MEZ"
"2018","528","GCN"
"2018","528","APC"
"2018","528","GDV"
"2018","528","MHE"
"2018","527","VRB"
"2018","527","FDW"
"2018","527","3HT"
"2018","524","HON"
"2018","524","HDO"
"2018","523","UOX"
"2018","523","PVG"
"2018","522","UKL"
"2018","522","APF"
"2018","522","LAR"
"2018","522","JLN"
"2018","521","NGP"
"2018","521","MKY"
"2018","520","9V9"
"2018","520","E16"
"2018","520","ISO"
"2018","520","LGD"
"2018","519","BDE"
"2018","518","FOE"
"2018","518","PAT"
"2018","518","TMH"
"2018","518","FBL"
"2018","517","0F2"
"2018","514","AFW"
"2018","514","SDA"
"2018","513","TOP"
"2018","512","MIC"
"2018","512","NQX"
"2018","511","HLC"
"2018","510","MCK"
"2018","509","BKN"
"2018","508","HEQ"
"2018","507","OZA"
"2018","507","UKI"
"2018","507","BMQ"
"2018","507","VQQ"
"2018","507","FFA"
"2018","507","ETH"
"2018","507","IZA"
"2018","507","IXD"
"2018","506","FLY"
"2018","506","AXO"
"2018","506","GTF"
"2018","505","HOE"
"2018","504","GWW"
"2018","504","14Y"
"2018","503","BPP"
"2018","503","Y22"
"2018","503","M46"
"2018","502","BVO"
"2018","500","EOK"
"2018","499","GBD"
"2018","499","HEI"
"2018","498","CKF"
"2018","498","STJ"
"2018","498","2I0"
"2018","498","TIK"
"2018","498","MFR"
"2018","497","GGW"
"2018","497","AKO"
"2018","497","BCE"
"2018","497","WWR"
"2018","496","CNK"
"2018","496","1YT"
"2018","496","EMP"
"2018","495","SMN"
"2018","493","IEN"
"2018","492","EWK"
"2018","491","CSQ"
"2018","491","WVI"
"2018","490","OKC"
"2018","490","AUS"
"2018","489","EYF"
"2018","489","HBR"
"2018","489","DYR"
"2018","488","FSK"
"2018","487","COU"
"2018","487","OLZ"
"2018","487","ELN"
"2018","487","SAT"
"2018","486","LXT"
"2018","486","MLB"
"2018","485","DLF"
"2018","484","5M9"
"2018","483","HLN"
"2018","483","BBG"
"2018","483","BDN"
"2018","482","DGW"
"2018","482","NBT"
"2018","482","PHP"
"2018","481","UES"
"2018","481","HJO"
"2018","481","TNU"
"2018","480","DUA"
"2018","479","RXE"
"2018","479","SDY"
"2018","479","GYY"
"2018","478","GPH"
"2018","478","GKY"
"2018","477","CRV"
"2018","477","HYS"
"2018","476","GAG"
"2018","474","GLD"
"2018","473","BVR"
"2018","473","HUT"
"2018","472","CDR"
"2018","472","ADM"
"2018","472","SUA"
"2018","471","MHK"
"2018","471","GAF"
"2018","471","LND"
"2018","470","MTH"
"2018","470","BAN"
"2018","470","BFI"
"2018","470","BKE"
"2018","468","SBD"
"2018","466","SLC"
"2018","466","DTO"
"2018","465","COD"
"2018","465","FWS"
"2018","465","SPS"
"2018","464","HVR"
"2018","464","GTU"
"2018","464","FSW"
"2018","463","ISN"
"2018","462","FMM"
"2018","462","RVS"
"2018","461","OJA"
"2018","461","DWX"
"2018","460","HRL"
"2018","460","OMK"
"2018","459","TUL"
"2018","458","JCT"
"2018","457","T43"
"2018","457","S14"
"2018","457","AVK"
"2018","456","ECU"
"2018","456","PIR"
"2018","456","CPC"
"2018","455","OJC"
"2018","454","JES"
"2018","454","SLN"
"2018","454","AIO"
"2018","453","TPL"
"2018","452","VIS"
"2018","450","WLD"
"2018","450","RQE"
"2018","450","ACT"
"2018","449","CSM"
"2018","448","AJZ"
"2018","448","DUB"
"2018","447","PUM"
"2018","446","JWG"
"2018","446","PVJ"
"2018","445","PPQ"
"2018","444","ALN"
"2018","443","BFF"
"2018","442","POV"
"2018","442","LUD"
"2018","440","UKT"
"2018","440","RDD"
"2018","439","2V5"
"2018","438","BRO"
"2018","438","OLV"
"2018","438","MOT"
"2018","436","SIB"
"2018","436","DRC"
"2018","436","SAA"
"2018","435","PDT"
"2018","435","CAV"
"2018","435","LBL"
"2018","434","SWO"
"2018","433","SFF"
"2018","432","BNO"
"2018","431","MYV"
"2018","430","MKN"
"2018","429","RJD"
"2018","429","ARL"
"2018","428","EIK"
"2018","428","ABI"
"2018","428","SRR"
"2018","428","AIA"
"2018","428","SNY"
"2018","428","NFW"
"2018","425","RNM"
"2018","425","ALM"
"2018","424","HHF"
"2018","424","STK"
"2018","423","MRF"
"2018","423","F05"
"2018","422","GNT"
"2018","422","MKC"
"2018","422","DLN"
"2018","422","DEN"
"2018","422","BYI"
"2018","421","1F0"
"2018","421","GDP"
"2018","421","CMA"
"2018","421","GCK"
"2018","420","EPZ"
"2018","420","AIB"
"2018","420","5T6"
"2018","419","RIL"
"2018","419","ICT"
"2018","415","ISM"
"2018","414","MRY"
"2018","414","SMX"
"2018","414","IDA"
"2018","410","GOK"
"2018","410","ANE"
"2018","410","PWA"
"2018","409","NXF"
"2018","408","SDB"
"2018","408","GXY"
"2018","407","PVW"
"2018","407","77M"
"2018","407","MMH"
"2018","406","ITR"
"2018","406","E33"
"2018","406","RCM"
"2018","406","TOR"
"2018","406","APG"
"2018","405","LPC"
"2018","404","HYI"
"2018","403","FHB"
"2018","403","JQF"
"2018","403","CEZ"
"2018","403","EKO"
"2018","403","OKB"
"2018","402","0E0"
"2018","401","SVC"
"2018","401","ILE"
"2018","400","GUC"
"2018","400","LVS"
"2018","400","LIC"
"2018","399","O69"
"2018","399","HXD"
"2018","399","ALW"
"2018","399","MCE"
"2018","398","RTS"
"2018","398","PEQ"
"2018","396","CVN"
"2018","395","AWH"
"2018","395","SNS"
"2018","395","9BB"
"2018","392","ESN"
"2018","392","NLC"
"2018","392","COS"
"2018","392","OGD"
"2018","392","MFE"
"2018","391","PNC"
"2018","391","RCE"
"2018","391","SCK"
"2018","391","P67"
"2018","391","AAO"
"2018","390","FBR"
"2018","389","NOG"
"2018","387","OAK"
"2018","387","SRB"
"2018","387","MUO"
"2018","387","FHU"
"2018","386","EAT"
"2018","386","CLK"
"2018","384","EGE"
"2018","383","PWG"
"2018","383","GZL"
"2018","382","9L2"
"2018","382","B23"
"2018","381","87Q"
"2018","381","CBK"
"2018","381","COT"
"2018","380","HEF"
"2018","380","BIF"
"2018","380","EHA"
"2018","380","IDI"
"2018","379","1J0"
"2018","379","RBL"
"2018","378","CWF"
"2018","378","BKF"
"2018","377","SYF"
"2018","376","RIW"
"2018","375","VTP"
"2018","375","ATW"
"2018","375","LWS"
"2018","374","RKS"
"2018","373","IML"
"2018","373","WMC"
"2018","372","RAS"
"2018","372","AID"
"2018","371","SJT"
"2018","371","CQT"
